"market_id","created_at","actual_delivery_time","store_id","store_primary_category","order_protocol","total_items","subtotal","num_distinct_items","min_item_price","max_item_price","total_onshift_dashers","total_busy_dashers","total_outstanding_orders","estimated_order_place_duration","estimated_store_to_consumer_driving_duration"
"1",2015-02-14 22:53:00,2015-02-14 23:15:19,"3310","thai","5",3,2795,3,750,1050,19,19,25,251,460
"1",2015-02-12 21:00:16,2015-02-12 21:57:49,"3310","thai","5",4,2890,2,395,1050,27,28,38,251,643
"1",2015-02-17 03:06:36,2015-02-17 03:54:54,"3310","thai","5",5,3225,5,175,1050,50,38,50,251,161
"3",2015-01-24 01:18:13,2015-01-24 01:44:24,"2718","mediterranean","5",3,3097,3,799,1299,24,14,13,251,586
"3",2015-01-22 03:25:08,2015-01-22 04:02:00,"2718","mediterranean","5",4,2297,3,200,799,21,20,21,251,393
"3",2015-02-04 02:18:10,2015-02-04 02:57:57,"2718","mediterranean","5",7,4995,6,400,999,16,15,17,251,827
"3",2015-01-25 01:30:18,2015-01-25 02:18:52,"2718","mediterranean","5",16,11096,11,400,1299,21,20,17,251,348
"3",2015-02-09 02:59:01,2015-02-09 03:53:27,"2718","mediterranean","5",3,1849,3,400,899,20,21,19,251,917
"3",2015-01-25 21:53:05,2015-01-25 22:40:42,"2718","mediterranean","5",9,7194,7,400,999,11,10,11,251,348
"3",2015-02-16 02:24:36,2015-02-16 03:10:10,"2718","mediterranean","5",4,4348,3,200,799,27,27,37,251,820
"3",2015-02-13 23:57:15,2015-02-14 00:42:03,"2718","mediterranean","5",5,6195,4,799,1399,7,5,6,251,713
"3",2015-02-05 02:45:59,2015-02-05 03:51:08,"2718","mediterranean","5",4,1600,4,300,500,20,19,20,251,285
"3",2015-02-06 01:53:53,2015-02-06 02:24:00,"2718","mediterranean","5",2,2698,2,1299,1399,22,19,16,251,777
"3",2015-01-30 02:02:33,2015-01-30 02:44:29,"2718","mediterranean","5",3,3697,3,999,1399,23,21,20,251,848
"3",2015-02-06 03:29:55,2015-02-06 03:56:02,"2718","mediterranean","5",3,2698,3,400,1299,20,14,13,251,345
"3",2015-02-16 19:23:28,2015-02-16 20:32:57,"2718","mediterranean","5",7,6694,5,300,1299,7,7,14,251,572
"5",2015-01-30 20:08:33,2015-01-30 20:46:20,"5221","vietnamese","1",3,1398,3,350,649,26,23,30,446,706
"5",2015-02-17 19:23:34,2015-02-17 19:56:01,"5221","vietnamese","1",1,964,1,789,789,19,16,26,446,694
"5",2015-02-15 04:58:36,2015-02-15 05:49:56,"5221","vietnamese","1",2,1670,2,749,775,24,24,38,446,831
"5",2015-02-08 03:51:02,2015-02-08 04:31:12,"5221","vietnamese","1",3,1350,3,75,825,32,23,29,446,633
"5",2015-02-07 00:45:33,2015-02-07 01:10:55,"5221","vietnamese","1",1,1124,1,849,849,12,10,10,446,425
"5",2015-01-31 03:38:27,2015-01-31 05:11:14,"5221","vietnamese","1",5,3700,5,350,975,23,24,42,446,507
"5",2015-02-14 20:37:21,2015-02-14 21:17:33,"5221","vietnamese","1",2,1498,1,649,649,22,13,12,446,414
"5",2015-02-10 01:26:13,2015-02-10 02:05:45,"5221","vietnamese","1",2,1348,2,350,949,14,9,16,446,805
"5",2015-01-23 23:08:22,2015-01-23 23:30:38,"5221","vietnamese","1",3,2174,3,350,825,7,3,3,446,668
"5",2015-02-09 03:56:43,2015-02-09 04:39:08,"5221","vietnamese","1",4,3289,4,725,789,21,20,30,446,422
"5",2015-02-09 02:10:27,2015-02-09 02:50:24,"5221","vietnamese","1",3,2353,2,725,789,22,19,29,446,591
"5",2015-02-16 22:23:01,2015-02-16 22:55:21,"5221","vietnamese","1",1,1375,1,1125,1125,10,4,3,446,780
"5",2015-02-10 20:58:10,2015-02-10 21:21:53,"5221","vietnamese","1",1,1438,1,839,839,23,15,14,446,679
"5",2015-01-23 05:35:07,2015-01-23 06:13:04,"5221","vietnamese","4",2,1224,2,425,799,9,5,5,446,827
"5",2015-02-08 02:19:28,2015-02-08 02:56:51,"5221","vietnamese","1",3,1573,3,275,649,25,12,23,446,247
"5",2015-02-02 04:21:53,2015-02-02 05:10:58,"5221","vietnamese","1",3,2547,3,699,849,23,24,50,446,320
"5",2015-02-11 00:47:30,2015-02-11 01:21:01,"5221","vietnamese","1",1,679,1,625,625,9,9,9,446,557
"5",2015-01-31 03:10:20,2015-01-31 03:57:17,"5221","vietnamese","1",4,2346,3,399,799,24,23,40,446,124
"5",2015-01-26 04:51:57,2015-01-26 05:28:27,"5221","vietnamese","1",2,1620,2,775,845,12,24,14,446,274
"5",2015-02-13 03:04:21,2015-02-13 03:45:22,"5221","vietnamese","1",2,1214,2,425,789,36,19,34,446,595
"5",2015-01-30 20:53:39,2015-01-30 21:13:31,"5221","vietnamese","1",2,1350,2,425,925,24,13,15,446,254
"5",2015-02-09 02:42:11,2015-02-09 03:20:41,"5221","vietnamese","1",3,2202,3,425,839,23,21,32,446,419
"5",2015-02-07 20:02:20,2015-02-07 20:36:28,"5221","vietnamese","1",3,1274,3,150,725,21,13,11,446,1004
"5",2015-02-18 05:37:56,2015-02-18 06:01:18,"5221","vietnamese","1",2,1600,2,775,825,8,4,5,446,568
"5",2015-01-23 05:54:54,2015-01-23 06:23:49,"5221","vietnamese","1",2,1074,2,375,699,8,7,7,446,570
"5",2015-02-06 17:31:21,2015-02-06 18:15:32,"5221","vietnamese","1",1,889,1,839,839,4,2,3,446,744
"5",2015-01-30 01:43:07,2015-01-30 02:20:54,"5221","vietnamese","1",2,1488,2,399,1039,20,18,21,446,176
"5",2015-02-06 00:13:00,2015-02-06 00:36:44,"5221","vietnamese","1",2,975,2,150,725,12,8,8,446,407
"2",2015-01-31 04:24:30,2015-01-31 05:18:02,"5221","salad","5",3,1684,3,389,889,27,24,39,446,205
"5",2015-02-15 17:59:45,2015-02-15 19:04:53,"5221","vietnamese","1",2,1794,2,445,849,6,5,4,446,833
"5",2015-02-03 17:49:10,2015-02-03 18:18:17,"5221","vietnamese","1",2,1950,2,975,975,3,1,1,446,549
"5",2015-02-07 22:36:02,2015-02-07 23:02:25,"5221","vietnamese","1",2,1439,2,350,1039,17,16,16,446,542
"5",2015-02-07 18:25:36,2015-02-07 18:48:42,"5221","vietnamese","1",1,800,1,675,675,6,4,3,446,664
"5",2015-02-17 04:05:59,2015-02-17 04:51:59,"5221","vietnamese","1",2,1298,2,399,799,17,16,26,446,788
"5",2015-01-27 03:11:31,2015-01-27 03:53:58,"5221","vietnamese","1",1,799,1,799,799,16,29,22,446,177
"5",2015-02-09 03:34:25,2015-02-09 04:14:41,"5221","vietnamese","1",1,962,1,779,776,29,21,41,446,598
"4",2015-02-11 23:21:19,2015-02-12 00:00:25,"5221","japanese","1",4,1900,3,150,775,6,3,3,446,468
"5",2015-02-05 20:48:24,2015-02-05 21:15:13,"5221","vietnamese","1",1,889,1,839,839,27,19,22,446,686
"5",2015-02-11 03:34:10,2015-02-11 04:20:06,"5221","vietnamese","1",6,4609,5,314,919,25,25,31,446,156
"5",2015-01-31 20:36:47,2015-01-31 21:02:12,"5221","vietnamese","1",2,1819,2,445,1199,17,17,20,446,405
"5",2015-02-03 02:34:20,2015-02-03 03:22:12,"5221","vietnamese","1",2,1624,2,799,825,29,23,28,446,546
"5",2015-01-31 19:47:58,2015-01-31 20:26:40,"5221","vietnamese","1",5,2713,4,150,1039,14,14,14,446,471
"5",2015-02-13 19:46:34,2015-02-13 20:24:34,"5221","vietnamese","1",2,1078,2,350,625,25,25,30,446,654
"4",2015-02-18 03:28:09,2015-02-18 04:00:48,"5208","indian","5",3,2450,2,600,925,54,36,59,251,515
"6",2015-02-01 01:51:56,2015-02-01 02:34:12,"5208","middle-eastern","4",3,2025,3,475,950,58,56,83,251,188
"4",2015-01-24 03:43:58,2015-01-24 04:34:29,"5208","indian","3",2,1700,1,850,850,59,68,102,251,690
"4",2015-01-24 03:54:09,2015-01-24 05:02:00,"5208","indian","3",5,4595,5,600,1075,61,65,99,251,787
"4",2015-02-03 05:01:21,2015-02-03 05:35:54,"5208","indian","3",3,2300,2,600,850,25,23,25,251,787
"4",2015-01-28 22:15:06,2015-01-28 22:36:33,"5208","indian","3",2,1800,1,850,850,13,15,15,251,218
NA,2015-02-16 21:28:02,2015-02-16 22:16:07,"5208","indian","5",12,11250,2,850,925,27,26,34,251,581
"4",2015-02-03 04:06:25,2015-02-03 05:03:14,"5208","indian","3",2,1750,2,500,1250,34,35,60,251,791
"4",2015-02-04 02:03:27,2015-02-04 02:41:02,"5208","indian","3",3,2895,2,895,1000,52,52,57,251,552
"4",2015-02-04 01:02:09,2015-02-04 01:45:20,"5208","indian","3",4,3203,3,611,1039,33,25,35,251,440
"4",2015-02-17 03:51:03,2015-02-17 04:28:36,"5208","indian","5",4,2400,4,500,600,42,22,23,251,744
"4",2015-02-04 21:13:52,2015-02-04 21:54:21,"5208","indian","5",1,1250,1,1250,1250,23,25,34,251,542
"4",2015-02-15 01:31:19,2015-02-15 02:22:30,"5208","indian","5",3,2175,3,500,850,55,51,77,251,449
"4",2015-02-02 20:11:36,2015-02-02 20:59:28,"5208","indian","3",3,2550,2,600,925,22,22,40,251,299
"4",2015-01-24 21:09:10,2015-01-24 21:35:29,"5208","indian","3",2,1700,1,850,850,22,44,36,251,266
"4",2015-01-22 04:26:18,2015-01-22 04:45:36,"5208","indian","3",2,2325,2,1075,1250,46,31,31,251,429
"4",2015-02-02 02:07:43,2015-02-02 03:23:10,"5208","indian","3",2,1850,1,925,925,49,49,87,251,624
"4",2015-02-14 02:27:45,2015-02-14 03:41:25,"5208","indian","5",3,2450,3,600,1000,83,80,121,251,645
"4",2015-01-24 22:26:36,2015-01-24 23:11:02,"5208","indian","3",1,825,1,825,825,21,38,26,251,460
"4",2015-02-11 05:04:20,2015-02-11 05:32:05,"5208","indian","5",2,1425,2,500,925,26,18,20,251,771
"4",2015-02-12 04:05:46,2015-02-12 04:30:13,"5208","indian","5",3,3070,3,953,1039,51,35,59,251,202
"4",2015-02-01 01:45:05,2015-02-01 02:20:24,"5208","indian","3",1,950,1,950,950,57,53,75,251,463
"5",2015-02-07 01:34:38,2015-02-07 02:33:58,"5208","american","1",3,2925,2,925,1075,54,54,93,251,498
"4",2015-02-13 20:01:15,2015-02-13 20:36:43,"5208","indian","5",2,1602,2,648,989,50,49,61,251,561
"4",2015-02-13 20:07:55,2015-02-13 20:29:30,"5208","indian","5",2,1325,2,400,925,52,48,59,251,301
"4",2015-02-16 01:31:33,2015-02-16 02:23:18,"5208","indian","5",3,2420,3,600,925,50,42,78,251,273
"4",2015-02-17 02:09:27,2015-02-17 02:37:40,"5208","indian","5",2,1850,1,925,925,63,51,56,251,627
"4",2015-02-12 03:27:31,2015-02-12 04:11:36,"5208","indian","5",1,825,1,825,825,54,45,75,251,581
"4",2015-02-10 20:48:03,2015-02-10 21:14:40,"5208","indian","5",2,1850,1,925,925,32,29,34,251,417
"4",2015-02-13 01:20:56,2015-02-13 01:59:19,"5208","indian","5",3,2100,3,350,1250,46,46,65,251,341
"4",2015-01-28 02:17:50,2015-01-28 03:25:52,"5208","indian","3",3,2450,2,600,925,58,58,99,251,708
"4",2015-02-14 03:04:23,2015-02-14 04:03:53,"5208","indian","5",2,1925,2,925,1000,86,80,131,251,594
"4",2015-01-28 20:00:31,2015-01-28 20:47:25,"5208","indian","3",1,850,1,850,850,32,33,49,251,253
"4",2015-02-15 02:10:27,2015-02-15 03:00:42,"5208","indian","5",5,3175,5,300,1000,67,63,100,251,192
"4",2015-02-10 02:36:22,2015-02-10 03:23:14,"5208","indian","5",2,1750,2,500,1250,59,45,70,251,446
"4",2015-02-07 01:47:51,2015-02-07 03:35:42,"5208","indian","5",1,925,1,925,925,62,60,115,251,541
"4",2015-01-24 05:25:44,2015-01-24 06:04:32,"5208","indian","3",3,2475,3,600,950,21,20,28,251,575
"4",2015-01-24 05:24:29,2015-01-24 05:46:49,"5208","indian","3",2,1800,1,850,850,21,21,29,251,281
"4",2015-02-01 01:51:34,2015-02-01 02:45:11,"5208","indian","3",3,2450,2,600,925,58,56,83,251,474
"4",2015-02-01 21:24:45,2015-02-01 22:07:56,"5208","indian","3",3,2125,2,600,925,25,24,33,251,515
"4",2015-02-14 23:50:19,2015-02-15 00:13:46,"5208","indian","5",4,2375,4,350,825,20,18,19,251,292
"1",2015-01-23 02:58:16,2015-01-23 04:03:29,"5208","sushi","1",2,2500,1,1250,1250,70,72,108,251,791
"4",2015-02-15 22:27:43,2015-02-15 23:02:43,"5208","indian","5",2,1550,2,600,950,25,18,20,251,186
"4",2015-02-05 00:22:07,2015-02-05 00:53:29,"5208","indian","5",2,1550,2,600,950,14,14,14,251,188
"4",2015-01-31 02:36:19,2015-01-31 03:28:18,"5208","indian","3",5,3845,5,300,1000,64,59,111,251,577
"4",2015-02-13 03:13:59,2015-02-13 04:07:41,"5208","indian","5",2,1750,2,825,925,76,76,118,251,627
"3",2015-02-11 02:07:12,2015-02-11 02:49:10,"5208","mediterranean","5",3,2900,2,925,950,62,49,72,251,438
"4",2015-02-07 01:44:41,2015-02-07 02:40:01,"5208","indian","5",2,1550,2,600,950,63,57,113,251,539
"4",2015-01-23 02:59:09,2015-01-23 03:47:36,"5208","indian","3",2,1750,2,500,1250,70,72,108,251,374
"4",2015-01-26 02:20:42,2015-01-26 02:45:21,"5208","indian","3",2,1875,2,925,950,42,59,41,251,575
"4",2015-02-15 00:05:26,2015-02-15 00:41:07,"5208","indian","5",1,825,1,825,825,23,23,26,251,774
"1",2015-01-31 04:30:47,2015-01-31 05:04:39,"3310","thai","5",4,3025,4,175,1050,50,48,60,251,156
"1",2015-01-26 02:27:00,2015-01-26 03:06:53,"3310","thai","5",5,4050,5,250,1050,44,45,57,251,874
"1",2015-02-11 20:17:33,2015-02-11 20:46:18,"3310","thai","5",1,950,1,950,950,31,31,30,251,386
"1",2015-02-09 00:58:38,2015-02-09 02:06:22,"3310","thai","5",1,1050,1,1050,1050,29,29,40,251,634
"1",2015-02-11 21:58:53,2015-02-11 22:25:28,"3310","thai","5",3,2895,3,795,1050,20,15,16,251,220
"1",2015-01-26 04:30:23,2015-01-26 04:58:22,"3310","thai","5",5,2722,3,271,874,37,28,32,251,411
"1",2015-01-23 03:44:17,2015-01-23 04:15:17,"3310","thai","5",4,2650,4,200,1150,44,50,56,251,540
"1",2015-01-28 01:27:12,2015-01-28 01:59:00,"3310","thai","5",3,2395,3,250,1095,26,29,28,251,403
"1",2015-01-25 03:05:32,2015-01-25 03:50:36,"3310","thai","5",2,2100,2,1050,1050,75,66,83,251,511
"1",2015-01-21 21:46:23,2015-01-21 22:13:09,"3310","thai","5",2,2770,2,1136,1674,27,24,31,251,608
"1",2015-02-14 02:16:54,2015-02-14 02:55:11,"3310","thai","5",4,3025,4,175,1050,66,65,89,251,225
"1",2015-01-27 02:24:39,2015-01-27 02:54:35,"3310","thai","5",2,2690,2,1295,1395,47,48,66,251,363
"1",2015-02-03 02:28:40,2015-02-03 03:56:53,"3310","thai","5",5,4795,5,795,1050,43,43,74,251,313
"1",2015-02-03 02:34:37,2015-02-03 03:46:42,"3310","thai","5",8,7895,7,175,1195,44,44,79,251,152
"1",2015-02-01 02:30:32,2015-02-01 02:58:07,"3310","thai","5",7,4835,5,175,995,63,61,75,251,223
"1",2015-01-30 04:57:14,2015-01-30 05:27:43,"3310","thai","5",3,1685,3,295,995,16,19,23,251,311
"1",2015-02-04 04:23:17,2015-02-04 05:02:23,"3310","thai","5",1,1250,1,995,995,28,28,30,251,791
"1",2015-02-06 01:52:02,2015-02-06 02:21:17,"3310","thai","5",2,2135,2,950,1050,54,46,48,251,835
"1",2015-01-22 03:12:26,2015-01-22 04:11:35,"3310","thai","5",6,4035,6,175,1195,52,49,49,251,625
"1",2015-01-27 03:38:24,2015-01-27 04:30:40,"3310","thai","5",3,3443,1,1169,1109,40,44,61,251,492
"1",2015-02-16 01:50:18,2015-02-16 03:33:54,"3310","thai","5",4,3095,4,200,1050,67,63,81,251,474
"1",2015-02-06 03:58:49,2015-02-06 04:43:11,"3310","thai","5",2,2580,2,1050,1395,49,46,50,251,866
"4",2015-02-08 02:00:33,2015-02-08 02:41:24,"3310","japanese","2",5,3310,4,175,1295,58,60,62,251,890
"1",2015-02-01 03:06:37,2015-02-01 03:40:09,"3310","thai","5",2,2245,2,750,1495,61,60,76,251,546
"1",2015-02-12 02:18:35,2015-02-12 02:41:35,"3310","thai","5",5,3900,5,200,1350,62,39,40,251,389
"5",2015-02-16 23:28:05,2015-02-16 23:46:20,"5221","vietnamese","1",1,399,1,350,350,6,6,5,446,500
"5",2015-01-25 01:44:44,2015-01-25 02:38:18,"5221","vietnamese","1",5,3687,5,400,1039,11,20,12,446,561
"5",2015-01-25 21:14:26,2015-01-25 21:50:07,"5221","vietnamese","1",2,1225,2,350,775,16,19,7,446,966
"5",2015-02-08 21:49:11,2015-02-08 22:35:52,"5221","vietnamese","1",1,1289,1,839,839,18,17,16,446,744
"5",2015-01-24 20:01:52,2015-01-24 20:36:11,"5221","vietnamese","1",2,1950,2,975,975,13,18,7,446,549
"5",2015-02-15 18:41:20,2015-02-15 19:09:59,"5221","vietnamese","1",2,1648,2,649,949,7,4,5,446,676
"5",2015-02-05 03:54:16,2015-02-05 05:37:47,"5221","vietnamese","1",2,1688,2,399,789,28,26,43,446,459
"5",2015-02-04 02:47:49,2015-02-04 03:28:06,"5221","vietnamese","1",2,1588,2,399,1039,23,15,18,446,544
"5",2015-01-27 21:05:53,2015-01-27 21:34:42,"5221","vietnamese","1",2,1889,2,789,975,15,8,8,446,840
"5",2015-02-07 05:18:58,2015-02-07 06:22:58,"5221","vietnamese","1",3,2738,3,725,975,22,20,23,446,686
"5",2015-02-06 00:50:48,2015-02-06 01:34:11,"5221","vietnamese","1",1,850,1,850,850,19,7,7,446,588
"5",2015-02-09 19:08:14,2015-02-09 19:59:36,"5221","vietnamese","1",1,839,1,839,839,9,8,18,446,622
"5",2015-02-07 02:24:41,2015-02-07 03:23:41,"5221","vietnamese","1",1,1089,1,1039,1039,27,22,38,446,889
"5",2015-01-25 22:30:33,2015-01-25 23:03:24,"5221","vietnamese","1",5,3222,4,375,775,9,21,11,446,376
"5",2015-02-06 18:49:55,2015-02-06 19:14:01,"5221","vietnamese","1",3,2337,3,350,899,9,9,13,446,317
"5",2015-02-14 18:06:38,2015-02-14 19:03:24,"5221","vietnamese","1",4,3298,3,445,1039,5,5,7,446,809
"5",2015-02-09 01:31:19,2015-02-09 02:23:15,"5221","vietnamese","1",1,775,1,725,725,19,16,18,446,398
"5",2015-02-05 04:18:27,2015-02-05 05:47:04,"5221","vietnamese","1",2,1713,2,725,839,25,25,37,446,562
"5",2015-02-15 18:01:49,2015-02-15 18:49:33,"5221","vietnamese","1",5,3713,4,350,1039,6,6,6,446,607
"5",2015-02-06 23:12:05,2015-02-06 23:43:34,"5221","vietnamese","1",1,1200,1,725,725,8,7,7,446,376
"5",2015-02-17 04:02:39,2015-02-17 05:00:01,"5221","vietnamese","1",10,8400,10,499,975,19,17,25,446,673
"5",2015-02-16 05:16:01,2015-02-16 05:51:27,"5221","vietnamese","1",1,399,1,350,350,16,15,17,446,352
"5",2015-02-11 04:04:03,2015-02-11 04:50:15,"5221","vietnamese","1",3,1800,3,400,975,18,18,25,446,762
"5",2015-02-06 05:17:30,2015-02-06 06:05:16,"5221","vietnamese","1",1,975,1,975,975,20,7,7,446,338
"5",2015-02-14 04:29:58,2015-02-14 05:23:16,"5221","vietnamese","1",1,799,1,799,799,24,24,39,446,177
"5",2015-02-02 23:40:25,2015-02-03 00:07:40,"5221","vietnamese","1",1,839,1,789,789,9,9,7,446,554
"5",2015-02-04 05:59:21,2015-02-04 06:30:01,"5221","vietnamese","1",2,1350,2,425,925,8,4,3,446,435
"5",2015-02-06 01:48:04,2015-02-06 02:16:20,"5221","vietnamese","1",1,1239,1,789,789,22,16,17,446,501
"5",2015-01-25 18:57:36,2015-01-25 19:27:35,"5221","vietnamese","1",2,1248,2,399,649,8,17,4,446,835
"5",2015-02-09 18:46:59,2015-02-09 19:32:47,"5221","vietnamese","1",2,1325,2,350,975,6,1,1,446,593
"5",2015-01-30 04:20:37,2015-01-30 04:49:37,"5221","vietnamese","1",2,1274,2,299,975,26,20,21,446,651
"5",2015-02-15 05:36:30,2015-02-15 06:18:21,"5221","vietnamese","1",2,1600,2,775,825,17,17,22,446,502
"5",2015-01-21 20:12:08,2015-01-21 21:06:21,"5221","vietnamese","1",2,1678,1,789,789,31,9,12,446,729
"5",2015-02-06 20:07:06,2015-02-06 20:29:15,"5221","vietnamese","1",2,1339,2,461,753,31,23,25,446,447
"5",2015-02-17 03:10:41,2015-02-17 03:56:49,"5221","vietnamese","1",1,1289,1,789,789,20,14,24,446,282
"5",2015-02-13 05:51:29,2015-02-13 06:18:31,"5221","vietnamese","1",2,2427,2,789,839,17,10,13,446,592
"5",2015-02-07 01:54:22,2015-02-07 02:53:14,"5221","vietnamese","1",3,1549,3,350,725,24,9,20,446,447
"5",2015-01-30 18:57:44,2015-01-30 19:59:43,"5221","vietnamese","1",4,3123,4,425,949,15,14,11,446,461
NA,2015-02-17 02:26:54,2015-02-17 03:06:13,"5221","vietnamese",NA,4,2853,3,150,839,18,14,20,446,356
"5",2015-02-18 04:35:18,2015-02-18 05:21:52,"5221","vietnamese","1",4,2443,4,299,825,15,13,19,446,447
"5",2015-02-09 02:43:36,2015-02-09 03:49:24,"5221","vietnamese","1",3,1664,3,350,789,23,21,32,446,1068
"5",2015-01-26 19:43:16,2015-01-26 20:24:58,"5221","vietnamese","1",1,1469,1,907,919,30,41,27,446,794
"5",2015-02-14 20:26:30,2015-02-14 21:02:47,"5221","vietnamese","4",1,949,1,949,949,22,10,11,446,647
"5",2015-02-16 03:15:04,2015-02-16 04:11:49,"5221","vietnamese","1",4,3251,3,649,849,26,24,37,446,581
"5",2015-02-02 05:02:03,2015-02-02 05:37:42,"5221","vietnamese","1",2,1587,2,599,839,19,17,38,446,276
"5",2015-02-05 05:43:40,2015-02-05 06:46:48,"5221","vietnamese","1",4,1300,2,275,375,7,8,15,446,578
"5",2015-02-14 05:10:41,2015-02-14 06:02:07,"5221","vietnamese","1",2,1687,2,789,799,21,21,29,446,416
"5",2015-01-29 19:49:55,2015-01-29 20:24:25,"5221","vietnamese","1",3,1449,2,375,699,18,13,22,446,570
"5",2015-02-03 04:02:32,2015-02-03 04:52:47,"5221","vietnamese","1",2,1998,2,799,1199,28,27,25,446,618
"5",2015-02-04 05:26:34,2015-02-04 05:58:09,"5221","vietnamese","1",2,1400,2,425,975,11,9,9,446,633
"5",2015-02-12 22:42:16,2015-02-12 23:08:26,"5221","vietnamese","1",4,2521,3,399,799,13,4,4,446,124
"5",2015-02-01 21:18:30,2015-02-01 22:19:10,"5221","vietnamese","1",4,2623,3,399,775,18,11,12,446,668
"5",2015-02-14 01:49:22,2015-02-14 02:38:34,"5221","vietnamese","1",3,1703,2,399,625,21,14,19,446,880
"5",2015-01-27 03:26:08,2015-01-27 04:08:16,"5221","vietnamese","1",4,2196,2,399,649,16,30,21,446,124
"5",2015-02-07 20:38:48,2015-02-07 21:09:35,"5221","vietnamese","1",3,3448,3,825,1299,24,15,15,446,476
"5",2015-02-02 03:25:03,2015-02-02 05:41:50,"5221","vietnamese","1",2,1699,2,775,799,24,24,47,446,610
"5",2015-02-03 04:25:04,2015-02-03 05:05:37,"5221","vietnamese","1",2,1598,2,799,799,23,22,16,446,634
"4",2015-01-31 01:29:58,2015-01-31 02:16:19,"5208","indian","3",3,2950,3,925,1075,51,45,58,251,600
"4",2015-01-30 05:03:29,2015-01-30 05:22:04,"5208","indian","3",2,1820,2,825,895,32,18,16,251,276
"4",2015-02-02 00:28:49,2015-02-02 00:54:09,"5208","indian","3",5,4275,3,475,1250,27,22,22,251,544
"4",2015-02-12 00:18:51,2015-02-12 01:16:13,"5208","indian","5",2,1525,2,600,925,13,10,10,251,702
"4",2015-02-10 01:53:23,2015-02-10 02:34:02,"5208","indian","5",3,1600,2,500,600,44,44,72,251,602
"4",2015-02-13 02:18:41,2015-02-13 03:16:12,"5208","indian","5",1,825,1,825,825,67,58,98,251,577
"4",2015-02-16 03:16:50,2015-02-16 04:11:06,"5208","indian","5",2,1875,2,925,950,60,59,111,251,302
"4",2015-02-16 20:21:18,2015-02-16 20:48:33,"5208","indian","5",2,1525,2,600,925,35,33,43,251,388
"4",2015-02-15 02:40:45,2015-02-15 03:33:20,"5208","indian","5",3,2575,3,500,1075,71,69,115,251,503
"4",2015-01-28 03:52:21,2015-01-28 04:27:23,"5208","indian","3",2,2175,2,925,1250,47,41,44,251,442
"4",2015-01-27 04:07:34,2015-01-27 04:34:19,"5208","indian","3",1,1250,1,1250,1250,34,60,51,251,218
NA,2015-02-16 04:02:47,2015-02-16 04:43:06,"5208","indian","5",1,850,1,850,850,37,37,73,251,500
"4",2015-01-29 03:37:33,2015-01-29 04:30:35,"5208","indian","3",2,1550,2,600,950,65,57,73,251,519
"4",2015-01-27 20:30:20,2015-01-27 21:06:10,"5208","indian","3",2,1850,1,925,925,39,39,46,251,375
"4",2015-01-30 22:50:55,2015-01-30 23:37:07,"5208","indian","3",2,1250,2,300,950,13,11,11,251,570
"4",2015-02-04 22:26:15,2015-02-04 22:55:19,"5208","indian","5",2,1250,2,400,850,13,17,19,251,787
"4",2015-02-07 22:49:11,2015-02-07 23:20:15,"5208","indian","5",3,2925,3,600,1250,19,10,10,251,735
"4",2015-02-13 01:02:25,2015-02-13 01:27:38,"5208","indian","5",1,825,1,825,825,39,36,39,251,558
"4",2015-02-06 03:08:27,2015-02-06 03:43:10,"5208","indian","5",4,2950,3,500,925,72,42,71,251,535
"4",2015-02-12 20:43:42,2015-02-12 21:24:03,"5208","indian","5",2,1450,2,600,850,46,42,46,251,438
"4",2015-01-24 02:27:00,2015-01-24 03:49:11,"5208","indian","3",4,3875,4,600,1250,71,55,98,251,758
"4",2015-01-23 00:47:25,2015-01-23 01:29:32,"5208","indian","3",3,2825,2,925,950,26,23,22,251,649
"4",2015-02-08 02:54:18,2015-02-08 03:34:04,"5208","indian","5",6,3500,6,500,600,72,48,96,251,677
"4",2015-02-02 00:00:28,2015-02-02 00:22:14,"5208","indian","3",2,1850,1,925,925,24,18,21,251,470
"4",2015-02-09 02:26:10,2015-02-09 03:12:56,"5208","indian","5",4,3300,3,500,950,66,61,93,251,641
"4",2015-01-23 02:32:10,2015-01-23 03:31:45,"5208","indian","3",1,1050,1,950,950,69,59,91,251,541
"4",2015-01-22 23:11:07,2015-01-22 23:48:52,"5208","indian","3",1,950,1,850,850,10,11,11,251,564
"4",2015-02-05 02:58:44,2015-02-05 03:58:32,"5208","indian","5",2,1400,2,400,1000,54,54,108,251,519
NA,2015-02-16 03:46:57,2015-02-16 04:45:24,"5208",NA,NA,10,7660,6,300,925,45,45,93,251,228
"4",2015-02-10 19:47:32,2015-02-10 20:20:06,"5208","indian","5",1,850,1,850,850,37,33,61,251,515
"4",2015-01-25 21:13:20,2015-01-25 21:45:28,"5208","indian","3",3,2725,3,850,950,34,51,27,251,731
"4",2015-02-18 02:44:32,2015-02-18 03:24:42,"5208","indian","5",2,2107,1,1085,1063,71,47,73,251,175
"4",2015-02-02 00:51:47,2015-02-02 01:17:33,"5208","indian","3",6,3850,4,350,950,32,20,25,251,650
"4",2015-02-09 23:06:40,2015-02-09 23:42:54,"5208","indian","5",2,1525,2,600,925,15,11,11,251,564
"4",2015-02-04 20:54:13,2015-02-04 22:00:31,"5208","indian","5",2,1875,2,925,950,31,31,35,251,777
"4",2015-02-08 22:48:49,2015-02-08 23:18:03,"5208","indian","5",5,3650,3,500,850,26,17,19,251,616
